country,year,isic,value_added,gross_output
233,2017,33,51465189.00996085,714796937.9388696
233,2010,34,104001842,330888724
233,2011,34,128088542,434860672
233,2012,34,115743435,376729655
233,2013,34,119258485,383777945
233,2014,34,115612865,393932318
233,2015,34,105865965,359541689
233,2016,34,106429508,356858971
233,2017,34,119228990,414245266
233,2010,35,20287084,63512916
233,2011,35,24921081,78446925
233,2012,35,23419642,77942842
233,2013,35,27766727,80956370
233,2014,35,26764190,78212253
233,2015,35,22460819,59313998
233,2016,35,27550924,83889451
233,2017,35,30864268,99842571
233,2010,36,175676004,555801544
233,2011,36,199205624,656947527
233,2012,36,198992949,637374227
233,2013,36,216536592,706433444
233,2014,36,228813728,716518227
233,2015,36,203409493,663886236
233,2016,36,227152710,710200379
233,2017,36,254470670,779358028
233,2010,37,0,0
233,2011,37,0,0
233,2012,37,0,0
233,2013,37,0,0
233,2014,37,1280,0
233,2015,37,0,0
233,2016,37,0,0
233,2017,37,13000629.47489428,0
242,2010,15,128668132.9538068,519445349.1952626
242,2011,15,162339374.4662,608093019.631925
242,2012,15,168816119.0279368,616160402.4868295
242,2013,15,186089095.2481486,631690144.0801761
242,2014,15,190754011.9441676,641605632.2717397
242,2015,15,182188678.5559256,609874351.0457481
242,2016,15,187746170.7817799,624288790.7412299
242,2017,15,,
242,2010,16,15336102.73198487,43097592.60550348
242,2011,16,19541823.46692954,42368937.45100874
242,2012,16,18612690.29443756,44363885.8614849
242,2013,16,18173184.38387117,37780025.18756776
242,2014,16,17105701.17607121,34322903.37552338
242,2015,16,14944905.95942946,31174387.73432443
242,2016,16,13448245.70642847,29965172.87315818
242,2017,16,,
242,2010,17,0,0
242,2011,17,0,0
242,2012,17,148.6997677012176,0
242,2013,17,138.4786613969548,0
242,2014,17,0,0
242,2015,17,0,101.6221240984259
242,2016,17,0,0
242,2017,17,,
242,2010,18,33094507,84301865
242,2011,18,33795467,88571574
242,2012,18,35179558,90292276
242,2013,18,39941392,94480120
242,2014,18,42938929,95391566
242,2015,18,40723163,90469102
242,2016,18,41562034,92332709
242,2017,18,,
242,2010,19,5099191,13059781
242,2011,19,5461933,15179510
242,2012,19,6497157,16881659
242,2013,19,6056531,15736776
242,2014,19,6199207,15888588
242,2015,19,5879311,15068693
242,2016,19,6000421,15379099
242,2017,19,,
242,2010,20,20159132,60262147
242,2011,20,22631527,66352570
242,2012,20,23104546,68020610
242,2013,20,25823952,70471201
242,2014,20,28715888,71151033
242,2015,20,27234070,67479446
242,2016,20,27795074,68869480
242,2017,20,,
242,2010,21,13227414,38529081
242,2011,21,14023352,40439549
242,2012,21,14058640,39969169
242,2013,21,14991265,41934859
242,2014,21,17574921,42339403
242,2015,21,16668008,40154574
242,2016,21,17011358,40981733
242,2017,21,,
242,2010,22,11349773,23754609
242,2011,22,13209967,27445014
242,2012,22,13823869,27856845
242,2013,22,15448281,29795584
242,2014,22,17264501,30083021
242,2015,22,16373606,28530655
242,2016,22,16710892,29118368
242,2017,22,,
242,2010,23,0,0
242,2011,23,0,0
242,2012,23,633.3308607442154,0
242,2013,23,519.8516032398067,0
242,2014,23,0,0
242,2015,23,0,485.1294992732048
242,2016,23,0,0
242,2017,23,,
242,2010,24,18152407,62119943
242,2011,24,20818667,69488921
242,2012,24,21972774,73125982
242,2013,24,21543878,77041965
242,2014,24,22111237,77785186
242,2015,24,20970237,73771258
242,2016,24,21402211,75290899
242,2017,24,,
242,2010,25,4800811,18988670
242,2011,25,5367575,20935955
242,2012,25,5923223,21338172
242,2013,25,5528324,21112713
242,2014,25,5409941,21316387
242,2015,25,5130773,20216404
242,2016,25,5236464,20632849
242,2017,25,,
242,2010,26,11545014,35950066
242,2011,26,13684531,41008550
242,2012,26,13955101,41575572
242,2013,26,13462617,44559537
242,2014,26,14364164,44989402
242,2015,26,13622934,42667826
242,2016,26,13903558,43546756
242,2017,26,,
242,2010,27,2584980,26747059
242,2011,27,3265578,31534943
242,2012,27,3488360,31948687
242,2013,27,3183492,30986255
242,2014,27,3221585,31285178
242,2015,27,3055342,29670778
242,2016,27,3118280,30281977
242,2017,27,,
242,2010,28,22454029,63647616
242,2011,28,23514955,67917729
242,2012,28,24179716,69130712
242,2013,28,24458050,70016600
242,2014,28,24138636,70692048
242,2015,28,22893017,67044146
242,2016,28,23364598,68425212
242,2017,28,,
242,2010,29,328765,1339681
242,2011,29,328858,1407939
242,2012,29,3922322,9125911
242,2013,29,3783250,8797653
242,2014,29,3975382,8882523
242,2015,29,3770241,8424161
242,2016,29,3847906,8597693
242,2017,29,,
242,2010,30,0,0
242,2011,30,0,0
242,2012,30,63.74312841156175,0
242,2013,30,52.90022555788089,0
242,2014,30,0,0
242,2015,30,0,22.50329511239673
242,2016,30,0,0
242,2017,30,,
242,2010,31,3036881,6440764
242,2011,31,3434522,7313097
242,2012,31,197.3543713474684,0
242,2013,31,166.0408468605898,0
242,2014,31,0,0
242,2015,31,0,124.3748322807222
242,2016,31,0,0
242,2017,31,,
242,2010,32,0,0
242,2011,32,0,0
242,2012,32,130.3259669470691,0
242,2013,32,118.3716735422282,0
242,2014,32,0,0
242,2015,32,0,76.18609311869366
242,2016,32,0,0
242,2017,32,,
242,2010,33,0,0
242,2011,33,0,0
242,2012,33,145.2967172748461,0
242,2013,33,105.0841141987002,0
242,2014,33,0,0
242,2015,33,0,78.472360673824
242,2016,33,0,0
242,2017,33,,
242,2010,34,723547,2279689
242,2011,34,1007253,2934132
242,2012,34,1036608,3030552
242,2013,34,1076194,3048923
242,2014,34,1119811,3078336
242,2015,34,1062025,2919485
242,2016,34,1083902,2979625
242,2017,34,,
242,2010,35,1825729,3062929
242,2011,35,2044165,3475288
242,2012,35,2030012,3470708
242,2013,35,2070837,3492251
242,2014,35,2119386,3525941
242,2015,35,2010020,3343992
242,2016,35,2051425,3412877
242,2017,35,,
242,2010,36,13380397,54215986
242,2011,36,15079256,58950700
242,2012,36,15078121,60453798
242,2013,36,14646651,59600211
242,2014,36,14276473,60175172
242,2015,36,13539769,57069969
242,2016,36,13818679,58245575
242,2017,36,,
242,2010,37,0,0
242,2011,37,0,0
242,2012,37,25.24916643795501,0
242,2013,37,19.27287123992808,0
242,2014,37,0,0
242,2015,37,0,7.711786635635862
242,2016,37,0,0
242,2017,37,,
246,2010,15,3103126385,12283638659
246,2011,15,3231922991,13640970307
246,2012,15,3144312933,13519698431
246,2013,15,3350155664,14360713197
246,2014,15,3328375627,14148548468
246,2015,15,2714218897,11394108215
246,2016,15,2692041669,11261953164
246,2017,15,3039887541,10570804274
246,2010,16,474087804.1186789,4279434330.689686
246,2011,16,2687060450.334943,9497273510.128107
246,2012,16,2106375864.585536,8937266753.739935
246,2013,16,2060738526.263067,7777412769.440678
246,2014,16,0,0
246,2015,16,0,0
246,2016,16,0,0
246,2017,16,526385431.2383531,3129711958.694043
246,2010,17,255084142,728300994
246,2011,17,270937151,676300297
246,2012,17,230632640,633693710
246,2013,17,231956329,628021440
246,2014,17,219441676,609766622
246,2015,17,136969741,407692937
246,2016,17,146012046,419231556
246,2017,17,164878651,456841745
246,2010,18,143170272,379580033
246,2011,18,153609831,376448329
246,2012,18,142362659,428244324
246,2013,18,209251972,623905436
246,2014,18,206041682,586681471
246,2015,18,165140030,461371760
246,2016,18,172268668,433390287
246,2017,18,1005458462.748686,589364174
246,2010,19,103172661,251243299
246,2011,19,1045121650.562416,4907283017.073559
246,2012,19,836123043.2294186,4375466699.016185
246,2013,19,1003967158.237177,4879670479.430528
246,2014,19,106934700,286972412
246,2015,19,77745576,223033326
246,2016,19,78204933,233729892
246,2017,19,88310001,268200140
246,2010,20,1518584953,7154275315
246,2011,20,1569600512,7848558642
246,2012,20,1402554788,7022153332
246,2013,20,1492380759,7257298793
246,2014,20,1550685920,7145785433
246,2015,20,1310362343,5831361859
246,2016,20,1314219003,6105958287
246,2017,20,1484032740,6637390029
246,2010,21,4346495969,18148719095
246,2011,21,4085465315,19275322761
246,2012,21,3571529462,17053581545
246,2013,21,3727367062,18296003639
246,2014,21,4004081032,17925625467
246,2015,21,3641066079,15200536117
246,2016,21,3527960645,15417766121
246,2017,21,3983817835,17435037311
246,2010,22,715586472,1803203783
246,2011,22,746224031,2010690165
246,2012,22,705902942,1921895902
246,2013,22,688300909,1823386628
246,2014,22,609368578,1632147213
246,2015,22,485216695,1284188395
246,2016,22,445668579,1207254170
246,2017,22,503254603,1231917565
246,2010,23,1385072092.792688,24897598183.47156
246,2011,23,8747260084.96612,72752924505.87199
246,2012,23,7873589925.516431,70203318159.01245
246,2013,23,8529780704.777099,73115675712.54686
246,2014,23,4794439219.381966,21723364535.61715
246,2015,23,658765010,6471629879
246,2016,23,1712154481.524643,6573749802
246,2017,23,2509533853.485782,26218101795.41172
246,2010,24,3107894200,8428239312
246,2011,24,1192735159,1951053374
246,2012,24,1203401255,2090084147
246,2013,24,1282641863,2084120510
246,2014,24,3586160049,10066986990
246,2015,24,1996098358,6902831336
246,2016,24,3418672922,9061485343
246,2017,24,3860408753,10187999339
246,2010,25,1206550603,3862286289
246,2011,25,1371923493,4568536956
246,2012,25,1267515874,4085730973
246,2013,25,1140927730,3650623574
246,2014,25,1201489624,3928722516
246,2015,25,1020341393,3232153230
246,2016,25,1108474756,3237706505
246,2017,25,1251703731,3348106989
246,2010,26,1324424372,3778582733
246,2011,26,1550277611,4560196151
246,2012,26,1402940308,4150873703
246,2013,26,1313534045,4118121271
246,2014,26,1290778838,3976086829
246,2015,26,1051395261,3267976140
246,2016,26,1090223250,3207840404
246,2017,26,1231093899,3575851565
246,2010,27,1980941468,11048613255
246,2011,27,1835394275,12473952631
246,2012,27,1275610487,10156187765
246,2013,27,1521192671,9737784582
246,2014,27,1554002753,11752335527
246,2015,27,1383449867,10422676638
246,2016,27,1464434479,9856697810
246,2017,27,1653657957,12141352963
246,2010,28,2726724962,7347111632
246,2011,28,3228308761,9171549649
246,2012,28,3059383855,8716885656
246,2013,28,2968563144,8661384783
246,2014,28,2849159713,8424225749
246,2015,28,2464346277,7197843087
246,2016,28,2617597662,7297836920
246,2017,28,2955824426,8152382645
246,2010,29,6106523307,19135018508
246,2011,29,7057572528,24031528856
246,2012,29,6214875020,22059402282
246,2013,29,5757881268,20985077001
246,2014,29,5961543341,19991614462
246,2015,29,5201411955,17933720062
246,2016,29,5198249959,17117368730
246,2017,29,5869929679,18949804879
246,2010,30,321459071.3369899,2764329749.409299
246,2011,30,581896172.0182974,4535657894.012035
246,2012,30,91780786.18802115,2910237541.833209
246,2013,30,398004005.273595,2776667288.020859
246,2014,30,479067069.9067681,3232932100.296982
246,2015,30,220928763.3560567,1129711770.300384
246,2016,30,406139339.6749517,1630944920.602606
246,2017,30,416796216.6332845,1514861825.937116
246,2010,31,1952466344,5373587070
246,2011,31,1949663240,6090317156
246,2012,31,1771181584,5397189363
246,2013,31,1945007660,5758943201
246,2014,31,1523919453.750558,6042872059
246,2015,31,1634653482,5076863979
246,2016,31,1606132506,5027017868
246,2017,31,1813665163,5637611807
246,2010,32,2494184720.965312,10867870071.0382
246,2011,32,975607343.6137952,6177427793.419861
246,2012,32,190422319.519013,3935755357.722636
246,2013,32,895986819.7621881,4114498883.139149
246,2014,32,1031692768.14366,4485598269.073532
246,2015,32,708633385.7983667,3937935674.868639
246,2016,32,1368181967.158385,3702759884.281291
246,2017,32,1549868296.105725,4125209498.18864
246,2010,33,1275767912.697698,6682085795.64681
246,2011,33,887881416.9854114,9230892047.897657
246,2012,33,216837101.804722,8894075236.764858
246,2013,33,818577629.7125369,7012671125.442536
246,2014,33,706476821.6039845,4651665369.539996
246,2015,33,414848531.963522,4170878772.142242
246,2016,33,672818515.1666632,4107191168.116104
246,2017,33,796676815.955341,5177410211.888699
246,2010,34,444344377,1478984631
246,2011,34,555636663,1979412146
246,2012,34,505593002,1834268253
246,2013,34,497371745,1838921131
246,2014,34,517293297,1857426589
246,2015,34,490207495,1671252684
246,2016,34,476530210,1669183162
246,2017,34,538103947,2153602025
246,2010,35,448185200,1870749426
246,2011,35,559668044,1829555610
246,2012,35,561227490,2022372009
246,2013,35,576637852,2250919194
246,2014,35,572750772,2151032728
246,2015,35,456713667,1903047631
246,2016,35,522214301,2320485434
246,2017,35,589691002,2230794082
246,2010,36,773993595,2204636778
246,2011,36,857295789,2497376122
246,2012,36,788776470,2328939933
246,2013,36,746190399,2271764580
246,2014,36,711925065,2131397010
246,2015,36,609321272,1788702811
246,2016,36,630285335,1819841059
246,2017,36,711726181,1184588128
246,2010,37,406790343.6454558,1141421834.138892
246,2011,37,324251757.9271079,3586578794.201993
246,2012,37,313898461.0034037,2908336943.714436
246,2013,37,316231332.5638771,2686785576.430432
246,2014,37,175333142.954856,520390453.9674335
246,2015,37,1056075776,1665810432
246,2016,37,70883511.48183486,50110464
246,2017,37,84113516.62701219,637388308.2422311
250,2010,15,43586407723,189779155864
250,2011,15,46599662468,215342354761
250,2012,15,44693520982,204981278564
250,2013,15,46301378333,216091945725
250,2014,15,47994576314,226835042636
250,2015,15,40605151171,188780688310
250,2016,15,40918106479,186346663846
250,2017,15,44498440290,206739600842
250,2010,16,712937624,1396473090
250,2011,16,2929565884.319149,1619506363
250,2012,16,895420014,1447524940
250,2013,16,6166486423.896931,9905960222.23921
250,2014,16,712323129,1588763100
250,2015,16,462813534,1223411485
250,2016,16,635926733,1262782941
250,2017,16,691570314,8081318943.24172
250,2010,17,2951877105,9637703583
250,2011,17,2955147388,9962118571
250,2012,17,2502781756,8488052323
250,2013,17,2594538439,8553306805
250,2014,17,2400856507,9016346551
250,2015,17,2199057569,7623392208
250,2016,17,2179782836,7554021800
250,2017,17,2370513807,12358429783.46922
250,2010,18,2724738326,9103430921
250,2011,18,2935407550,8734908355
250,2012,18,2471559560,7849218933
250,2013,18,2614321810,7568786936
250,2014,18,2926640807,10381820700
250,2015,18,2255952612,7734963889
250,2016,18,1912868472,6757150105
250,2017,18,2080244440,7760337256
250,2010,19,1974849149,4133661037
250,2011,19,2369066665,4933169229
250,2012,19,2385987814,5089336420
250,2013,19,3004238418.609358,6215154460.723063
250,2014,19,2634361564,6330640637
250,2015,19,2303642617,5494316588
250,2016,19,2414840242,6132948284
250,2017,19,2626138733,6521996466
250,2010,20,4087835824,13793085698
250,2011,20,4441756784,15757309825
250,2012,20,3914330574,14124354538
250,2013,20,3881783392,14046038607
250,2014,20,3997049280,15207016827
250,2015,20,3186348719,12265279456
250,2016,20,3243569164,12456819029
250,2017,20,3527381426,12377548949
250,2010,21,5425637012,22264898119
250,2011,21,5596958318,23833156091
250,2012,21,5268959808,21529653821
250,2013,21,5230236844,22011687812
250,2014,21,5356022241,22230742798
250,2015,21,4548726184,19017388191
250,2016,21,4718733126,18622619699
250,2017,21,5131622216,20523733142
250,2010,22,5024998640,13844605030
250,2011,22,5176859826,14581396105
250,2012,22,4378936620,12179972618
250,2013,22,4265102122,11803218437
250,2014,22,4200968120,11720229619
250,2015,22,3435888734,9678935838
250,2016,22,3431946880,9599185872
250,2017,22,3732242190,8941432186
250,2010,23,3916058048,78573462509
250,2011,23,9536694540.306717,101845403174
250,2012,23,1781332021,89277828736
250,2013,23,709810247,69613589644
250,2014,23,-350655589,59231343808
250,2015,23,2333254644,40734023859
250,2016,23,3346220111,35500837910
250,2017,23,3639014330,41077328905
250,2010,24,32615274586,123855136014
250,2011,24,34112503562,135871159104
250,2012,24,30354467842,124798986930
250,2013,24,31650555050,127886679846
250,2014,24,33154401239,133955216409
250,2015,24,29844874186,109434499698
250,2016,24,31513603334,109395213197
250,2017,24,34271043237,118702226850
250,2010,25,14408280819,44042009707
250,2011,25,15593135517,50844995257
250,2012,25,12977871613,39873235062
250,2013,25,13208234106,39796909273
250,2014,25,12936844035,39738050818
250,2015,25,10668445393,32263970757
250,2016,25,10850022184,32506152106
250,2017,25,11799398991,36548467033
250,2010,26,10474077574,32587063313
250,2011,26,12103203564,38481833878
250,2012,26,10294310376,34183225888
250,2013,26,10475211741,35054483328
250,2014,26,10537579057,36325957139
250,2015,26,8236262051,28423716727
250,2016,26,8292045999,28224570951
250,2017,26,9017599922,30873666712
250,2010,27,8192889166,41416206463
250,2011,27,7310299080,44049878016
250,2012,27,6141380770,36469252983
250,2013,27,6568068369,35885252358
250,2014,27,7331528092,36344399250
250,2015,27,6110735661,29404796724
250,2016,27,6050650694,27399934737
250,2017,27,6580082555,31840653936
250,2010,28,23981088254,67011765442
250,2011,28,25383712341,75239347445
250,2012,28,23563461598,67824882652
250,2013,28,24258489907,68696649711
250,2014,28,24216463458,69825443776
250,2015,28,20607347990,59039282901
250,2016,28,20451088730,58602266505
250,2017,28,22240558741,61155152021
250,2010,29,30999211708,82862212476
250,2011,29,34348409610,94645759592
250,2012,29,31632777056,88183385210
250,2013,29,33460265881,88936067948
250,2014,29,35141184322,97896995082
250,2015,29,28650853377,81360247299
250,2016,29,26721200386,78284134637
250,2017,29,29059305089,84525866101
250,2010,30,1017051877.088242,5418073404.483909
250,2011,30,3391511043.426342,9554321180.625507
250,2012,30,2535739591.269211,7130466508.35755
250,2013,30,2444131449.820411,8422409213.410655
250,2014,30,2916971649.425934,10105105883.01948
250,2015,30,1929873587.157801,4171267400.752421
250,2016,30,2061354913.192806,6041407850.172249
250,2017,30,2037300086.059993,4689784523.116003
250,2010,31,10875907800,32584150614
250,2011,31,10850136717,36929472084
250,2012,31,10017807930,32388402351
250,2013,31,10177797782,32329562258
250,2014,31,9979687714,33093770564
250,2015,31,8362252140,27354132337
250,2016,31,8435071759,27654129299
250,2017,31,9173140434,38795263880
250,2010,32,7891254216.942945,21300974606.18121
250,2011,32,5686208707.023393,13012694208.34751
250,2012,32,5261029401.910899,9643120659.371393
250,2013,32,5502229967.007376,12480426967.76233
250,2014,32,6281831385.694045,14020537410.4557
250,2015,32,6190107768.024947,14540153638.01328
250,2016,32,6944189701.989798,13715903185.70329
250,2017,32,7575756897.563191,12771028570.3769
250,2010,33,4036352574.968812,13096856966.36228
250,2011,33,5174908816.661479,19444788268.91483
250,2012,33,5990822771.728108,21791659507.84052
250,2013,33,5026862298.846802,21271394722.86044
250,2014,33,4301637472.173606,14539609751.54987
250,2015,33,3623816167.464377,15400256164.54473
250,2016,33,3414881584.817396,15214012841.12446
250,2017,33,3894156618.834822,16028483829.88186
250,2010,34,18580879803,82993465000
250,2011,34,18690076256,89914576252
250,2012,34,16009374350,76391184798
250,2013,34,17279617989,73741800577
250,2014,34,19868362043,95086580126
250,2015,34,18899385223,86288606267
250,2016,34,19942148690,92790655229
250,2017,34,21687086454,107200839224
250,2010,35,13943009501,50056355291
250,2011,35,14533574946,55901190346
250,2012,35,16378900016,58316265086
250,2013,35,17489932664,63868983840
250,2014,35,20248471127,70081104241
250,2015,35,18096419827,63995810432
250,2016,35,20395891319,124977237474
250,2017,35,22180531558,123241116299
250,2010,36,9423676475,22362641025
250,2011,36,9945993558,24183608384
250,2012,36,9089238896,22094991628
250,2013,36,9595317920,23010014760
250,2014,36,9912820163,26587735530
250,2015,36,8292269921,22056120561
250,2016,36,8545576492,22540167247
250,2017,36,9293314329,24540876293
250,2010,37,0,131072
250,2011,37,353515265.2912438,0
250,2012,37,278528,0
250,2013,37,946280274.8693062,3422113733.037725
250,2014,37,114688,393216
250,2015,37,0,131072
250,2016,37,0,0
250,2017,37,0,1645818617.681387
268,2010,15,204632164,820676279
268,2011,15,272058026,1228913634
268,2012,15,337652142,1321764982
268,2013,15,445682328,1570464124
268,2014,15,515332506,1756414318
268,2015,15,352704573,1342361618
268,2016,15,397346544,1432935892
268,2017,15,449796735,1607604580
268,2010,16,11182141,53346047
268,2011,16,17053238,53119695
268,2012,16,9786841,45788423
268,2013,16,5068747,34813719
268,2014,16,6398715,29925009
268,2015,16,5655340,17652958
268,2016,16,3657501,12362738
268,2017,16,4140296,13869702
268,2010,17,1446468,3759267
268,2011,17,2061791,5965390
268,2012,17,2650767,6680664
268,2013,17,1974810,7806174
268,2014,17,1698969,8290615
268,2015,17,1463930,6422907
268,2016,17,1420939,6652445
268,2017,17,1608505,7463350
268,2010,18,15089079,30547056
268,2011,18,15360852,35932274
268,2012,18,21755171,52442804
268,2013,18,22610936,48060841
268,2014,18,19452652,51043433
268,2015,18,16761530,39544378
268,2016,18,16269303,40957595
268,2017,18,18416870,45950149
268,2010,19,1896101,5439977
268,2011,19,4015191,13118628
268,2012,19,1999566,7049655
268,2013,19,2198635,8990892
268,2014,19,2691504,9544155
268,2015,19,4970560,10046392
268,2016,19,2599837,7905481
268,2017,19,2943019,8869125
268,2010,20,5864587,14935854
268,2011,20,16926051,52464549
268,2012,20,18520062,55330057
268,2013,20,16364686,41346500
268,2014,20,15701942,40737693
268,2015,20,17062920,35533472
268,2016,20,11769386,39700726
268,2017,20,13322958,44540072
268,2010,21,5007400,15503422
268,2011,21,9573168,26697915
268,2012,21,7753906,24246302
268,2013,21,11422551,30636847
268,2014,21,12806832,34778982
268,2015,21,12210279,28425508
268,2016,21,12702912,33651438
268,2017,21,14379711,37753403
268,2010,22,27988400,71235543
268,2011,22,41459239,105822371
268,2012,22,48168003,115830658
268,2013,22,44224727,109974449
268,2014,22,36065068,93325808
268,2015,22,29902853,71141150
268,2016,22,26318816,71658051
268,2017,22,29792930,80392857
268,2010,23,0,0
268,2011,23,0,0
268,2012,23,0,0
268,2013,23,0,0
268,2014,23,0,0
268,2015,23,117136646.4969936,345177271.9940815
268,2016,23,0,0
268,2017,23,239307.9598752017,459505.5788235381
268,2010,24,67826152,186367712
268,2011,24,124374991,270340618
268,2012,24,111020749,275048115
268,2013,24,109946494,270480596
268,2014,24,111874040,267959134
268,2015,24,92885735,231121356
268,2016,24,65970318,190947617
268,2017,24,74678474,214223306
268,2010,25,11192016,48084935
268,2011,25,20712424,69235426
268,2012,25,24047484,91507505
268,2013,25,19812727,88134127
268,2014,25,30363143,127543812
268,2015,25,27482504,102616838
268,2016,25,32270965,128469172
268,2017,25,36530769,144129008
268,2010,26,42395792,188169162
268,2011,26,91088085,359653245
268,2012,26,122302511,439466274
268,2013,26,107108065,408756726
268,2014,26,121391689,444007505
268,2015,26,92606491,364129426
268,2016,26,126070329,385950755
268,2017,26,142711755,432996483
268,2010,27,169023678,455851795
268,2011,27,143179849,524337635
268,2012,27,184496305,567562852
268,2013,27,117719001,573425677
268,2014,27,82727264,557529704
268,2015,27,129957979,349555466
268,2016,27,69541413,312851430
268,2017,27,78720957,350986666
268,2010,28,18653659,48343584
268,2011,28,23232444,60504597
268,2012,28,31199062,76827849
268,2013,28,24695043,62223825
268,2014,28,23128880,73941179
268,2015,28,44426314,83645083
268,2016,28,34724905,95858201
268,2017,28,39308631,107542901
268,2010,29,7662110,12577721
268,2011,29,15985164,34562332
268,2012,29,25052657,44438543
268,2013,29,17659001,50282442
268,2014,29,0,0
268,2015,29,0,0
268,2016,29,114457121.4114161,304274765.9316954
268,2017,29,205315.1880731939,247911.6941162793
268,2010,30,0,0
268,2011,30,7754067.308495104,13467576.30474515
268,2012,30,5788513.197130179,11180736.87165101
268,2013,30,1967111.417534945,8725668.816841874
268,2014,30,17394020.27689668,67874159.67058136
268,2015,30,12286888.68906766,16011448.55015392
268,2016,30,13194051.5980132,40621200.77373403
268,2017,30,22013.38317867005,25443.15680838317
268,2010,31,5714111,7867009
268,2011,31,3658060,6958277
268,2012,31,4376360,8645045
268,2013,31,3173956,6410978
268,2014,31,4246271,8508399
268,2015,31,3725750,7169743
268,2016,31,3474464,7794230
268,2017,31,3933097,8744314
268,2010,32,13331904,24566784
268,2011,32,12849445.54354972,17908604.71410063
268,2012,32,11834900.45752177,14834053.33393939
268,2013,32,4401687.669230496,12697577.24689335
268,2014,32,37273144.62336589,92505243.97765806
268,2015,32,39219291.20482055,54207604.00263346
268,2016,32,44447466.83684582,90581530.14306349
268,2017,32,81902.65439145229,69285.75968151168
268,2010,33,899547,2229258
268,2011,33,1492444,3602086
268,2012,33,2451585,4768243
268,2013,33,1458502,3523492
268,2014,33,1415159,3737568
268,2015,33,1045678,2712504
268,2016,33,1399191,3782991
268,2017,33,1583886,4244121
268,2010,34,0,0
268,2011,34,29029061.79339689,64176074.98115423
268,2012,34,24716039.98309601,63434169.7944096
268,2013,34,8757536.127105055,49777266.88499795
268,2014,34,71211492.61814642,306410996.3517606
268,2015,34,71890423.06501915,162356755.0979471
268,2016,34,78589133.76588698,298610978.206338
268,2017,34,148108.0826547307,260040.9702952798
268,2010,35,28470855,68894298
268,2011,35,43779910,75346621
268,2012,35,16746384,67789104
268,2013,35,48643400,119977094
268,2014,35,0,0
268,2015,35,0,0
268,2016,35,30893347.90167356,97303532.26595269
268,2017,35,56760.74948517048,75988.840275008
268,2010,36,9992078,30729400
268,2011,36,11301486,50188586
268,2012,36,20629302,62419319
268,2013,36,17712267,66510536
268,2014,36,27430937,81459471
268,2015,36,15781887,64301591
268,2016,36,20237079,66729383
268,2017,36,22908396,74863407
268,2010,37,14800,134668
268,2011,37,19950,193940
268,2012,37,22938,212557
268,2013,37,23344,227263
268,2014,37,20083,241367
268,2015,37,17305,186992
268,2016,37,16796,193674
268,2017,37,19013,217282
275,2010,15,274453211,636267591
275,2011,15,195217400,542466900
275,2012,15,359942400,923722600
275,2013,15,387847120,1041495572
275,2014,15,429451100,955385800
275,2015,15,316206200,848263500
275,2016,15,338881300,928199700
275,2017,15,331078393,906827449
275,2010,16,102863769,110707099
275,2011,16,88964400,97530200
275,2012,16,103302700,113442200
275,2013,16,137110509,146429387
275,2014,16,92686100,123346500
275,2015,16,44469400,55830400
275,2016,16,50893900,65706100
275,2017,16,49722043,64193185
275,2010,17,13569340,44705221
275,2011,17,5238000,31948900
275,2012,17,22020200,39999600
275,2013,17,11010170,27221817
275,2014,17,16425100,37807200
275,2015,17,21493900,55147300
275,2016,17,39984000,83973700
275,2017,17,39063349,82040165
275,2010,18,89354032,136201771
275,2011,18,43937000,89719600
275,2012,18,85933500,128343300
275,2013,18,72931460,118914736
275,2014,18,52876900,86448000
275,2015,18,70685400,108777000
275,2016,18,78080800,120770500
275,2017,18,76282952,117989700
275,2010,19,28000129,50293157
275,2011,19,23044900,46348900
275,2012,19,33828400,78972300
275,2013,19,40276490,85991075
275,2014,19,22094600,52623100
275,2015,19,30042300,79223200
275,2016,19,30912000,63477300
275,2017,19,30200236,62015704
275,2010,20,20952815,41021855
275,2011,20,10133900,23083800
275,2012,20,26564300,62310300
275,2013,20,24669271,62417167
275,2014,20,21291500,51088400
275,2015,20,29791700,75813700
275,2016,20,25579500,57356700
275,2017,20,24990520,56036034
275,2010,21,18974473,54351202
275,2011,21,19483500,53166800
275,2012,21,17817600,54176800
275,2013,21,18751750,50556855
275,2014,21,34056700,97834500
275,2015,21,20683600,57007900
275,2016,21,38514800,88542900
275,2017,21,37627978,86504157
275,2010,22,43027081,62525935
275,2011,22,17864100,39042300
275,2012,22,31823000,61502500
275,2013,22,26647159,67027009
275,2014,22,21520000,49778800
275,2015,22,24225400,56000600
275,2016,22,24789100,55569500
275,2017,22,24218319,54289985
275,2010,23,1865464,6053224
275,2011,23,26200,259600
275,2012,23,0,0
275,2013,23,42727631.23246371,85424444.47226228
275,2014,23,35819541.65003314,90874185.33767502
275,2015,23,35835203.65756367,94167214.60049738
275,2016,23,53566683.07521528,117324008.1422174
275,2017,23,53191793.48605146,113317027.5393077
275,2010,24,41983815,82614891
275,2011,24,77822500,123005800
275,2012,24,57041300,121483200
275,2013,24,46573030.76753629,55446129.52773773
275,2014,24,40753361.18287895,56850519.20291668
275,2015,24,48046896.34243632,68964485.39950264
275,2016,24,69381621.83469039,90852584.13926396
275,2017,24,66925561.51394854,90066204.4606923
275,2010,25,26034919,68866898
275,2011,25,33749300,107988900
275,2012,25,71627100,171685700
275,2013,25,63627822,139198227
