country,isic,year,value,isicComb,variable
004,26,2015,31462900,,14
004,27,2015,...,,14
004,28,2015,14316812,,14
004,29,2015,...,,14
004,30,2015,...,,14
004,31,2015,...,,14
004,32,2015,...,,14
004,33,2015,...,,14
004,34,2015,...,,14
004,35,2015,...,,14
004,36,2015,27253075,,14
004,37,2015,...,,14
004,D,2015,167024365,,14
008,15,2010,325704431,,14
008,16,2010,4361800,,14
008,17,2010,109829071,17B,14
008,18,2010,...,17B,14
008,19,2010,139533061,,14
008,20,2010,24984596,,14
008,21,2010,132464674,21A,14
008,22,2010,...,21A,14
008,23,2010,...,24B,14
008,24,2010,160910962,24B,14
008,25,2010,...,24B,14
008,26,2010,327747477,,14
008,27,2010,343292785,27C,14
008,28,2010,...,27C,14
008,29,2010,...,27C,14
008,30,2010,19356801,30D,14
008,31,2010,...,30D,14
008,32,2010,...,30D,14
008,33,2010,...,30D,14
008,34,2010,...,30D,14
008,35,2010,...,30D,14
008,36,2010,63086217,,14
008,37,2010,28151897,,14
008,D,2010,1679423771,,14
008,15,2011,342354571,,14
008,16,2011,4708967,,14
008,17,2011,122476352,17B,14
008,18,2011,...,17B,14
008,19,2011,167728307,,14
008,20,2011,30839936,,14
008,21,2011,123957238,21A,14
008,22,2011,...,21A,14
008,23,2011,...,24B,14
008,24,2011,252616486,24B,14
008,25,2011,...,24B,14
008,26,2011,354005223,,14
008,27,2011,374928895,27C,14
008,28,2011,...,27C,14
008,29,2011,...,27C,14
008,30,2011,19083353,30D,14
008,31,2011,...,30D,14
008,32,2011,...,30D,14
008,33,2011,...,30D,14
008,34,2011,...,30D,14
008,35,2011,...,30D,14
008,36,2011,63841983,,14
008,37,2011,51565829,,14
008,D,2011,1908107140,,14
008,15,2012,383163350,,14
008,16,2012,3129816,,14
008,17,2012,128414767,17B,14
008,18,2012,...,17B,14
008,19,2012,134434226,,14
008,20,2012,31554044,,14
008,21,2012,102491948,21A,14
008,22,2012,...,21A,14
008,23,2012,...,24B,14
008,24,2012,255194996,24B,14
008,25,2012,...,24B,14
008,26,2012,316188642,,14
008,27,2012,434883037,27C,14
008,28,2012,...,27C,14
008,29,2012,...,27C,14
008,30,2012,16544548,30D,14
008,31,2012,...,30D,14
008,32,2012,...,30D,14
008,33,2012,...,30D,14
008,34,2012,...,30D,14
008,35,2012,...,30D,14
008,36,2012,59221556,,14
008,37,2012,51418221,,14
008,D,2012,1916639150,,14
008,15,2013,374853709,,14
008,16,2013,5420755,,14
008,17,2013,141013051,17B,14
008,18,2013,...,17B,14
008,19,2013,159406232,,14
008,20,2013,35077028,,14
008,21,2013,93591296,21A,14
008,22,2013,...,21A,14
008,23,2013,...,24B,14
008,24,2013,123239269,24B,14
008,25,2013,...,24B,14
008,26,2013,321525529,,14
008,27,2013,437311293,27C,14
008,28,2013,...,27C,14
008,29,2013,...,27C,14
008,30,2013,18746521,30D,14
008,31,2013,...,30D,14
008,32,2013,...,30D,14
008,33,2013,...,30D,14
008,34,2013,...,30D,14
008,35,2013,...,30D,14
008,36,2013,72451918,,14
008,37,2013,34769236,,14
008,D,2013,1817405836,,14
008,15,2014,334858414,,14
008,16,2014,6231606,,14
008,17,2014,165851849,17B,14
008,18,2014,...,17B,14
008,19,2014,185155668,,14
008,20,2014,29002609,,14
008,21,2014,104765768,21A,14
008,22,2014,...,21A,14
008,23,2014,...,24B,14
008,24,2014,133820217,24B,14
008,25,2014,...,24B,14
008,26,2014,319081915,,14
008,27,2014,462573477,27C,14
008,28,2014,...,27C,14
008,29,2014,...,27C,14
008,30,2014,12530675,30D,14
008,31,2014,...,30D,14
008,32,2014,...,30D,14
008,33,2014,...,30D,14
008,34,2014,...,30D,14
008,35,2014,...,30D,14
008,36,2014,77927272,,14
008,37,2014,43972191,,14
008,D,2014,1875771661,,14
008,15,2015,328738373,15A,14
008,16,2015,...,15A,14
008,17,2015,12673798,,14
008,18,2015,129021723,,14
008,19,2015,159997427,,14
008,20,2015,24039202,,14
008,21,2015,42169979,,14
008,22,2015,59761280,,14
008,23,2015,19572535,,14
008,24,2015,42902226,,14
008,25,2015,38440763,,14
008,26,2015,255766726,,14
008,27,2015,168886662,,14
008,28,2015,158183632,,14
008,29,2015,16536604,29J,14
008,30,2015,9733185,30B,14
008,31,2015,...,30B,14
008,32,2015,...,30B,14
008,33,2015,...,30B,14
008,34,2015,...,29J,14
008,35,2015,...,29J,14
008,36,2015,76708072,,14
008,37,2015,...,,14
008,D,2015,1543130511,,14
008,15,2016,404232717,15A,14
008,16,2016,...,15A,14
008,17,2016,11053704,,14
008,18,2016,166286581,,14
008,19,2016,189142525,,14
008,20,2016,31106718,,14
008,21,2016,45371704,,14
008,22,2016,57657488,,14
008,23,2016,10188719,,14
008,24,2016,40075439,,14
008,25,2016,46659602,,14
008,26,2016,258232113,,14
008,27,2016,159144212,,14
008,28,2016,180874779,,14
008,29,2016,14847729,29J,14
008,30,2016,9408666,30B,14
008,31,2016,...,30B,14
008,32,2016,...,30B,14
008,33,2016,...,30B,14
008,34,2016,...,29J,14
008,35,2016,...,29J,14
008,36,2016,82116071,,14
008,37,2016,...,,14
008,D,2016,1706400129,,14
008,15,2017,446586617,15A,14
008,16,2017,...,15A,14
008,17,2017,12211867,,14
008,18,2017,183709429,,14
008,19,2017,208960128,,14
008,20,2017,34365956,,14
008,21,2017,50125571,,14
008,22,2017,63698611,,14
008,23,2017,11256253,,14
008,24,2017,44274385,,14
008,25,2017,51548410,,14
008,26,2017,285288649,,14
008,27,2017,175818711,,14
008,28,2017,199826121,,14
008,29,2017,16403415,29J,14
008,30,2017,10394469,30B,14
008,31,2017,...,30B,14
008,32,2017,...,30B,14
008,33,2017,...,30B,14
008,34,2017,...,29J,14
008,35,2017,...,29J,14
008,36,2017,90719867,,14
008,37,2017,...,,14
008,D,2017,1885188457,,14
012,15,2010,10034498032,15A,14
012,16,2010,...,15A,14
012,17,2010,585661414,,14
012,18,2010,...,,14
012,19,2010,84935357,,14
012,20,2010,493143984,20B,14
012,21,2010,...,20B,14
012,22,2010,...,20B,14
012,23,2010,...,,14
012,24,2010,1802893430,24A,14
012,25,2010,...,24A,14
012,26,2010,1604105978,,14
012,27,2010,3696422214,27F,14
012,28,2010,...,27F,14
012,29,2010,...,27F,14
012,30,2010,...,27F,14
012,31,2010,...,27F,14
012,32,2010,...,27F,14
012,33,2010,...,27F,14
012,34,2010,...,27F,14
012,35,2010,...,27F,14
012,36,2010,...,,14
012,37,2010,794934712,,14
012,D,2010,19096595121,,14
012,15,2011,11299299707,,14
012,16,2011,755382494,,14
012,17,2011,602183642,,14
012,18,2011,547342456,,14
012,19,2011,86320027,,14
012,20,2011,120732871,,14
012,21,2011,107420173,,14
012,22,2011,228084492,,14
012,23,2011,81908354812,,14
012,24,2011,1938032668,,14
012,25,2011,192602245,,14
012,26,2011,1739397893,,14
012,27,2011,2770919469,,14
012,28,2011,26885891,,14
012,29,2011,164098538,,14
012,30,2011,61655203,30F,14
012,31,2011,213263662,,14
012,32,2011,...,30F,14
012,33,2011,...,30F,14
012,34,2011,319257964,,14
012,35,2011,2920293,,14
012,36,2011,60846296,,14
012,37,2011,...,,14
012,D,2011,103145000795,,14
012,15,2012,11598733269,,14
012,16,2012,704679417,,14
012,17,2012,585676580,,14
012,18,2012,536434917,,14
012,19,2012,83406453,,14
012,20,2012,118332180,,14
012,21,2012,112502627,,14
012,22,2012,220104303,,14
012,23,2012,76556329013,,14
012,24,2012,1958807066,,14
012,25,2012,185488110,,14
012,26,2012,1659204173,,14
012,27,2012,2878444787,,14
012,28,2012,28722154,,14
012,29,2012,163537007,,14
012,30,2012,58643752,30F,14
012,31,2012,208522582,,14
012,32,2012,...,30F,14
012,33,2012,...,30F,14
012,34,2012,305122912,,14
012,35,2012,2837393,,14
012,36,2012,59585250,,14
012,37,2012,...,,14
012,D,2012,98025113945,,14
012,15,2013,12437569612,,14
012,16,2013,641086377,,14
012,17,2013,576325087,,14
012,18,2013,526393376,,14
012,19,2013,81052409,,14
012,20,2013,115285176,,14
012,21,2013,111782523,,14
012,22,2013,220553772,,14
012,23,2013,71547505052,,14
012,24,2013,2067283705,,14
012,25,2013,188626708,,14
012,26,2013,1713868492,,14
012,27,2013,3058005453,,14
012,28,2013,29722156,,14
012,29,2013,171957605,,14
012,30,2013,57856779,30F,14
012,31,2013,189231483,,14
012,32,2013,...,30F,14
012,33,2013,...,30F,14
012,34,2013,329967594,,14
012,35,2013,2822282,,14
012,36,2013,68251344,,14
012,37,2013,...,,14
012,D,2013,94135146985,,14
012,15,2014,13184586255,,14
012,16,2014,599076556,,14
012,17,2014,566648759,,14
012,18,2014,519676233,,14
012,19,2014,83930039,,14
012,20,2014,116047581,,14
012,21,2014,115960710,,14
012,22,2014,221732663,,14
012,23,2014,67793517511,,14
012,24,2014,2094850574,,14
012,25,2014,198910344,,14
012,26,2014,1827820759,,14
012,27,2014,3101353296,,14
012,28,2014,34624399,,14
012,29,2014,191724851,,14
012,30,2014,75851012,30F,14
012,31,2014,201504071,,14
012,32,2014,...,30F,14
012,33,2014,...,30F,14
012,34,2014,277193751,,14
012,35,2014,2841931,,14
012,36,2014,62385968,,14
012,37,2014,...,,14
012,D,2014,91270237263,,14
012,15,2015,11428628690,,14
012,16,2015,401374762,,14
012,17,2015,470258478,,14
012,18,2015,428805100,,14
012,19,2015,64265646,,14
012,20,2015,101299581,,14
012,21,2015,91626464,,14
012,22,2015,170669932,,14
012,23,2015,40838757355,,14
012,24,2015,1776377539,,14
012,25,2015,162009811,,14
012,26,2015,1542524477,,14
012,27,2015,2825563124,,14
012,28,2015,30320355,,14
012,29,2015,152028823,,14
012,30,2015,79112987,30F,14
012,31,2015,182825882,,14
012,32,2015,...,30F,14
012,33,2015,...,30F,14
012,34,2015,284761068,,14
012,35,2015,2304069,,14
012,36,2015,50391576,,14
012,37,2015,...,,14
012,D,2015,61083905718,,14
012,15,2016,11618510612,,14
012,16,2016,408043437,,14
012,17,2016,478071627,,14
012,18,2016,435929519,,14
012,19,2016,65333393,,14
012,20,2016,102982632,,14
012,21,2016,93148800,,14
012,22,2016,173505542,,14
012,23,2016,41517276355,,14
012,24,2016,1805891315,,14
012,25,2016,164701536,,14
012,26,2016,1568152881,,14
012,27,2016,2872508682,,14
012,28,2016,30824115,,14
012,29,2016,154554718,,14
012,30,2016,80427416,30F,14
012,31,2016,185863458,,14
012,32,2016,...,30F,14
012,33,2016,...,30F,14
012,34,2016,289492255,,14
012,35,2016,2342350,,14
012,36,2016,51228811,,14
012,37,2016,...,,14
012,D,2016,62098789455,,14
012,15,2017,12236828841,,14
012,16,2017,429758845,,14
012,17,2017,503513821,,14
012,18,2017,459128978,,14
012,19,2017,68810330,,14
012,20,2017,108463200,,14
012,21,2017,98106028,,14
012,22,2017,182739224,,14
012,23,2017,43726758248,,14
012,24,2017,1901997912,,14
012,25,2017,173466684,,14
012,26,2017,1651607425,,14
012,27,2017,3025378921,,14
012,28,2017,32464524,,14
012,29,2017,162779869,,14
012,30,2017,84707632,30F,14
012,31,2017,195754808,,14
012,32,2017,...,30F,14
012,33,2017,...,30F,14
012,34,2017,304898562,,14
012,35,2017,2467006,,14
012,36,2017,53955125,,14
012,37,2017,...,,14
012,D,2017,65403585985,,14
024,15,2014,2090951233,,14
024,16,2014,148048,,14
024,17,2014,116826736,,14
024,18,2014,...,,14
024,19,2014,...,,14
024,20,2014,6971676,,14
024,21,2014,716717,,14
024,22,2014,178443112,,14
024,23,2014,...,,14
024,24,2014,290037733,,14
024,25,2014,...,,14
024,26,2014,6528034292,,14
024,27,2014,43116834,,14
024,28,2014,242034647,,14
024,29,2014,...,,14
024,30,2014,...,,14
024,31,2014,22794790,,14
024,32,2014,...,,14
024,33,2014,...,,14
024,34,2014,...,,14
024,35,2014,60026018,,14
024,36,2014,...,,14
024,37,2014,...,,14
024,D,2014,9580101835,,14
024,15,2015,1542682817,,14
024,16,2015,131406,,14
024,17,2015,73248186,,14
024,18,2015,...,,14
024,19,2015,...,,14
024,20,2015,5635715,,14
024,21,2015,361123,,14
024,22,2015,214588846,,14
024,23,2015,...,,14
024,24,2015,256246458,,14
024,25,2015,...,,14
024,26,2015,6877402600,,14
024,27,2015,39009884,,14
024,28,2015,201334540,,14
024,29,2015,...,,14
024,30,2015,...,,14
024,31,2015,20384498,,14
024,32,2015,...,,14
024,33,2015,...,,14
024,34,2015,...,,14
024,35,2015,35914934,,14
024,36,2015,...,,14
024,37,2015,...,,14
024,D,2015,9266941008,,14
024,15,2016,1526652601,,14
024,16,2016,130040,,14
024,17,2016,72487054,,14
024,18,2016,...,,14
024,19,2016,...,,14
024,20,2016,5577153,,14
024,21,2016,357371,,14
024,22,2016,212359026,,14
024,23,2016,...,,14
024,24,2016,253583768,,14
024,25,2016,...,,14
024,26,2016,6805938621,,14
024,27,2016,38604527,,14
024,28,2016,199242447,,14
024,29,2016,...,,14
024,30,2016,...,,14
024,31,2016,20172680,,14
024,32,2016,...,,14
024,33,2016,...,,14
024,34,2016,...,,14
024,35,2016,35541738,,14
024,36,2016,...,,14
024,37,2016,...,,14
024,D,2016,9170647026,,14
024,15,2017,2069469496,,14
024,16,2017,176277,,14
024,17,2017,98260565,,14
024,18,2017,...,,14
024,19,2017,...,,14
024,20,2017,7560167,,14
024,21,2017,484438,,14
024,22,2017,287865442,,14
024,23,2017,...,,14
024,24,2017,343748062,,14
024,25,2017,...,,14
024,26,2017,9225859479,,14
024,27,2017,52330760,,14
024,28,2017,270085130,,14
024,29,2017,...,,14
024,30,2017,...,,14
024,31,2017,27345282,,14
024,32,2017,...,,14
024,33,2017,...,,14
024,34,2017,...,,14
024,35,2017,48178965,,14
024,36,2017,...,,14
024,37,2017,...,,14
024,D,2017,12431364063,,14
051,15,2010,690948128,,14
051,16,2010,53227467,,14
051,17,2010,843011,,14
051,18,2010,9428346,,14
051,19,2010,2884972,,14
051,20,2010,3797565,,14
051,21,2010,12923497,,14
051,22,2010,24945106,,14
051,23,2010,0,,14
051,24,2010,31820332,,14
051,25,2010,40579621,,14
051,26,2010,133471438,,14
051,27,2010,361453811,,14
051,28,2010,17323213,,14
051,29,2010,16528374,,14
051,30,2010,12540797,30F,14
051,31,2010,11250856,,14
051,32,2010,...,30F,14
051,33,2010,...,30F,14
051,34,2010,0,,14
051,35,2010,10705,,14
051,36,2010,34041600,,14
051,37,2010,...,,14
051,D,2010,1458018838,,14
051,15,2011,869992571,,14
051,16,2011,43471038,,14
051,17,2011,2636235,,14
051,18,2011,14966408,,14
051,19,2011,3425495,,14
051,20,2011,3849655,,14
051,21,2011,15726137,,14
051,22,2011,26901950,,14
051,23,2011,0,,14
051,24,2011,30773081,,14
051,25,2011,50048204,,14
051,26,2011,127156746,,14
051,27,2011,430154686,,14
051,28,2011,27277788,,14
051,29,2011,13624129,,14
051,30,2011,13350304,30F,14
051,31,2011,15387883,,14
051,32,2011,...,30F,14
051,33,2011,...,30F,14
051,34,2011,0,,14
051,35,2011,16107,,14
051,36,2011,42177081,,14
051,37,2011,...,,14
051,D,2011,1730935499,,14
051,15,2012,875486656,,14
051,16,2012,63270979,,14
051,17,2012,1889169,,14
051,18,2012,12940433,,14
051,19,2012,2720503,,14
051,20,2012,3414940,,14
051,21,2012,19568703,,14
051,22,2012,26844119,,14
051,23,2012,0,,14
051,24,2012,29014548,,14
051,25,2012,52849437,,14
051,26,2012,119196849,,14
051,27,2012,409942180,,14
051,28,2012,29335632,,14
051,29,2012,18941469,,14
051,30,2012,13159468,30F,14
051,31,2012,14259616,,14
051,32,2012,...,30F,14
051,33,2012,...,30F,14
051,34,2012,0,,14
051,35,2012,17423,,14
051,36,2012,48015753,,14
051,37,2012,...,,14
051,D,2012,1740867877,,14
051,15,2013,978991191,,14
051,16,2013,93517070,,14
051,17,2013,1403720,,14
051,18,2013,14457099,,14
051,19,2013,2961240,,14
051,20,2013,2739086,,14
051,21,2013,28040229,,14
051,22,2013,34614523,,14
051,23,2013,...,,14
051,24,2013,31374981,,14
051,25,2013,50214129,,14
051,26,2013,132022951,,14
051,27,2013,389665446,,14
051,28,2013,32895881,,14
051,29,2013,16659109,,14
051,30,2013,14754932,30F,14
051,31,2013,13529423,,14
051,32,2013,...,30F,14
051,33,2013,...,30F,14
051,34,2013,...,,14
051,35,2013,17089,,14
051,36,2013,59036816,,14
051,37,2013,...,,14
051,D,2013,1896894914,,14
051,15,2014,1042412849,,14
051,16,2014,151741335,,14
051,17,2014,1307906,,14
051,18,2014,17624317,,14
051,19,2014,2950117,,14
051,20,2014,3640519,,14
051,21,2014,39534582,,14
051,22,2014,34026568,,14
051,23,2014,...,,14
051,24,2014,33948599,,14
051,25,2014,63478011,,14
051,26,2014,126616298,,14
051,27,2014,413113715,,14
051,28,2014,30207257,,14
051,29,2014,15444262,,14
051,30,2014,12766611,30F,14
051,31,2014,12487004,,14
051,32,2014,...,30F,14
051,33,2014,...,30F,14
051,34,2014,...,,14
051,35,2014,22894,,14
051,36,2014,36929637,,14
051,37,2014,...,,14
051,D,2014,2038252479,,14
051,15,2015,818383580,,14
051,16,2015,233396288,,14
051,17,2015,1061815,,14
051,18,2015,19868243,,14
051,19,2015,2757863,,14
051,20,2015,3191276,,14
051,21,2015,42434378,,14
051,22,2015,30097648,,14
051,23,2015,0,,14
051,24,2015,35120032,,14
051,25,2015,53732160,,14
051,26,2015,90464854,,14
051,27,2015,320563171,,14
051,28,2015,22099124,,14
051,29,2015,13565331,,14
051,30,2015,11004400,30F,14
051,31,2015,10005015,,14
051,32,2015,...,30F,14
051,33,2015,...,30F,14
051,34,2015,0,,14
051,35,2015,25942,,14
051,36,2015,48749796,,14
051,37,2015,...,,14
051,D,2015,1756520915,,14
051,15,2016,830010451,,14
051,16,2016,283646198,,14
051,17,2016,1037025,,14
051,18,2016,23900839,,14
051,19,2016,3620630,,14
051,20,2016,3755460,,14
051,21,2016,43899176,,14
051,22,2016,28067523,,14
051,23,2016,...,,14
051,24,2016,35298854,,14
051,25,2016,57893798,,14
051,26,2016,71494219,,14
051,27,2016,317492647,,14
051,28,2016,22103619,,14
051,29,2016,12399944,,14
051,30,2016,13012088,30F,14
051,31,2016,15111309,,14
051,32,2016,...,30F,14
051,33,2016,...,30F,14
051,34,2016,...,,14
051,35,2016,417068,,14
051,36,2016,85588789,,14
051,37,2016,...,,14
051,D,2016,1848749635,,14
051,15,2017,963488673,,14
051,16,2017,329260792,,14
051,17,2017,1203794,,14
051,18,2017,27744455,,14
051,19,2017,4202882,,14
051,20,2017,4359395,,14
051,21,2017,50958827,,14
051,22,2017,32581204,,14
051,23,2017,...,,14
051,24,2017,40975443,,14
051,25,2017,67203996,,14
051,26,2017,82991569,,14
051,27,2017,368550262,,14
051,28,2017,25658215,,14
051,29,2017,14394042,,14
051,30,2017,15104628,30F,14
051,31,2017,17541436,,14
051,32,2017,...,30F,14
051,33,2017,...,30F,14
051,34,2017,...,,14
051,35,2017,484138,,14
051,36,2017,99352760,,14
051,37,2017,...,,14
051,D,2017,2146056512,,14
036,15,2010,82310011659,15A,14
036,16,2010,...,15A,14
036,17,2010,8376759720,17C,14
036,18,2010,...,17C,14
036,19,2010,...,17C,14
036,20,2010,11617571382,,14
036,21,2010,8814310573,,14
036,22,2010,8296037550,,14
036,23,2010,23467219002,,14
036,24,2010,27934457267,,14
036,25,2010,14722623030,,14
036,26,2010,15758251778,,14
036,27,2010,54883737143,,14
036,28,2010,26253051160,,14
036,29,2010,30592785089,29N,14
036,30,2010,...,29N,14
036,31,2010,...,29N,14
036,32,2010,...,29N,14
036,33,2010,...,29N,14
036,34,2010,27770261035,34A,14
036,35,2010,...,34A,14
036,36,2010,6668751989,,14
036,37,2010,...,,14
036,D,2010,347465828379,,14
036,15,2011,93699295383,15A,14
036,16,2011,...,15A,14
036,17,2011,4395216733,,14
036,18,2011,3172890559,,14
036,19,2011,1169719731,,14
036,20,2011,13562147292,,14
036,21,2011,11244369305,,14
036,22,2011,9256670961,,14
036,23,2011,30501421921,,14
036,24,2011,32879026843,,14
036,25,2011,15376553824,,14
036,26,2011,17329181207,,14
036,27,2011,61645467645,,14
036,28,2011,30251799192,,14
036,29,2011,...,,14
036,30,2011,4186853959,,14
036,31,2011,7025538881,,14
036,32,2011,...,,14
036,33,2011,5556684474,,14
036,34,2011,20818741922,,14
036,35,2011,11441385592,,14
036,36,2011,7300949082,,14
036,37,2011,...,,14
036,D,2011,400270046407,,14
036,15,2012,96704186473,15A,14
036,16,2012,...,15A,14
036,17,2012,4440873430,,14
036,18,2012,3147646358,,14
036,19,2012,1128596885,,14
036,20,2012,12117403068,,14
036,21,2012,10027945716,,14
036,22,2012,9330079385,,14
036,23,2012,37298573930,,14
036,24,2012,32098744980,,14
036,25,2012,15771364909,,14
036,26,2012,18736779109,,14
036,27,2012,62741703519,,14
036,28,2012,31611066876,,14
036,29,2012,...,,14
036,30,2012,3916955977,,14
036,31,2012,7263401053,,14
036,32,2012,...,,14
036,33,2012,6048865139,,14
036,34,2012,20704058082,,14
036,35,2012,11370872468,,14
036,36,2012,8300881859,,14
036,37,2012,...,,14
036,D,2012,413368799577,,14
036,15,2013,91726255813,15A,14
036,16,2013,...,15A,14
036,17,2013,3980332927,,14
036,18,2013,2911638154,,14
036,19,2013,1029113485,,14
036,20,2013,9869256248,,14
036,21,2013,9549709753,,14
036,22,2013,7961631251,,14
036,23,2013,37374389748,,14
036,24,2013,29992962254,,14
036,25,2013,13109129472,,14
036,26,2013,17192759907,,14
036,27,2013,49706374422,,14
036,28,2013,28896270960,,14
036,29,2013,18793388573,,14
036,30,2013,3517907637,,14
036,31,2013,5894715705,,14
036,32,2013,...,,14
036,33,2013,5243072551,,14
036,34,2013,19043426465,,14
036,35,2013,10752594747,,14
036,36,2013,7591884098,,14
036,37,2013,...,,14
036,D,2013,374134883375,,14
036,15,2014,90203116563,15A,14
036,16,2014,...,15A,14
036,17,2014,3461445893,,14
036,18,2014,2419406452,,14
036,19,2014,959108966,,14
036,20,2014,9253057836,,14
036,21,2014,8823081354,,14
036,22,2014,7450221433,,14
036,23,2014,31646088791,,14
036,24,2014,27153420476,,14
036,25,2014,12635178927,,14
036,26,2014,16216513441,,14
036,27,2014,43981996876,,14
036,28,2014,29122117828,,14
036,29,2014,16861928873,,14
036,30,2014,3440713274,,14
036,31,2014,4453005914,,14
036,32,2014,...,,14
036,33,2014,5068674546,,14
036,34,2014,18074336353,,14
036,35,2014,9663203117,,14
036,36,2014,6866102439,,14
036,37,2014,...,,14
036,D,2014,347752719353,,14
036,15,2015,78021020367,15A,14
036,16,2015,...,15A,14
036,17,2015,3023086343,,14
036,18,2015,2147863781,,14
036,19,2015,827892930,,14
036,20,2015,9045969844,,14
036,21,2015,7608801809,,14
036,22,2015,6916887663,,14
036,23,2015,17320391559,,14
036,24,2015,23884185142,,14
036,25,2015,10468863863,,14
036,26,2015,14518176833,,14
036,27,2015,34447708269,,14
036,28,2015,22228399282,,14
036,29,2015,11772306906,,14
036,30,2015,7116723888,30F,14
036,31,2015,5034971339,,14
036,32,2015,...,30F,14
036,33,2015,...,30F,14
036,34,2015,13238022974,,14
036,35,2015,8397629011,,14
036,36,2015,4972616427,,14
036,37,2015,...,,14
036,D,2015,280990766965,,14
036,15,2016,77124531859,15A,14
036,16,2016,...,15A,14
036,17,2016,3045612074,,14
036,18,2016,1962513028,,14
036,19,2016,808793248,,14
036,20,2016,9808848258,,14
036,21,2016,7789838643,,14
036,22,2016,6233952367,,14
036,23,2016,11750546753,,14
036,24,2016,23915154020,,14
036,25,2016,10615411377,,14
036,26,2016,14747839377,,14
036,27,2016,37020875489,,14
036,28,2016,21259071047,,14
036,29,2016,11083738349,,14
036,30,2016,7622579010,30F,14
036,31,2016,5210323413,,14
036,32,2016,...,30F,14
036,33,2016,...,30F,14
036,34,2016,13403815304,,14
036,35,2016,8180854496,,14
036,36,2016,5457867670,,14
036,37,2016,...,,14
036,D,2016,277042165782,,14
036,15,2017,78841440328,15A,14
036,16,2017,...,15A,14
036,17,2017,2997490722,,14
036,18,2017,1888472805,,14
036,19,2017,476716755,,14
036,20,2017,9971964150,,14
036,21,2017,7647395149,,14
036,22,2017,6467099646,,14
036,23,2017,10093059403,,14
036,24,2017,21496706669,,14
036,25,2017,10815032366,,14
036,26,2017,15726287940,,14
036,27,2017,37368615483,,14
036,28,2017,21774919180,,14
