country,subitem,year,gross_output,value_added,subitem_code
,"Agriculture, forestry and fishing (A)",2010,16071319879680,13110123429888,A
,"Agriculture, forestry and fishing (A)",2011,18990051098624,15488231931904,A
,"Agriculture, forestry and fishing (A)",2012,23519503056896,19095552524288,A
,"Agriculture, forestry and fishing (A)",2013,27484110192640,22129215012864,A
,"Agriculture, forestry and fishing (A)",2014,27729653137408,22969225052160,A
,"Agriculture, forestry and fishing (A)",2015,31142898040832,26346673668096,A
,"Agriculture, forestry and fishing (A)",2016,35833423855616,30160063561728,A
,"Agriculture, forestry and fishing (A)",2017,41981627596800,34984236679168,A
,"Agriculture, forestry and fishing (A)",2018,43675161722880,36539300052992,A
,Manufacturing (C),2010,14015613894656,3021535707136,C
,Manufacturing (C),2011,16791128506368,4031541149696,C
,Manufacturing (C),2012,20079066480640,5881780502528,C
,Manufacturing (C),2013,21976552833024,6648876236800,C
,Manufacturing (C),2014,24052924153856,7533518913536,C
,Manufacturing (C),2015,26482323750912,7411671760896,C
,Manufacturing (C),2016,30071081402368,8467126419456,C
,Manufacturing (C),2017,31496335261696,9102281408512,C
,Manufacturing (C),2018,30606226358272,10418294620160,C
,Mining and quarrying (B),2010,2617944047616,1779710951424,B
,Mining and quarrying (B),2011,3723466113024,2688583467008,B
,Mining and quarrying (B),2012,4434031542272,3071558025216,B
,Mining and quarrying (B),2013,4569488162816,3125480521728,B
,Mining and quarrying (B),2014,4698456719360,3097933381632,B
,Mining and quarrying (B),2015,5677689864192,4055619338240,B
,Mining and quarrying (B),2016,6983686029312,5299362594816,B
,Mining and quarrying (B),2017,8134593085440,5560119328768,B
,Mining and quarrying (B),2018,8826344439808,6573058949120,B
,Services,2010,24872677801984,14838993518592,S
,Services,2011,28170896015360,16843903336448,S
,Services,2012,63967456133120,37904336289792,S
,Services,2013,72694158589952,43854883454976,S
,Services,2014,82696063680512,49960582119424,S
,Services,2015,91492056039424,55672855068672,S
,Services,2016,101773209501696,61878743072768,S
,Services,2017,109073479499776,64577639284736,S
,Services,2018,57572325326848,35915669962752,S
ALB,"Agriculture, forestry and fishing (A)",2010,3006353664,2141580928,A
ALB,"Agriculture, forestry and fishing (A)",2011,3300625664,2349568768,A
ALB,"Agriculture, forestry and fishing (A)",2012,3233459968,2312038400,A
ALB,"Agriculture, forestry and fishing (A)",2013,3497113344,2499689984,A
ALB,"Agriculture, forestry and fishing (A)",2014,3666173952,2644326144,A
ALB,"Agriculture, forestry and fishing (A)",2015,3132628992,2252344320,A
ALB,"Agriculture, forestry and fishing (A)",2016,3280723968,2354445568,A
ALB,"Agriculture, forestry and fishing (A)",2017,3446885376,2476622592,A
ALB,"Agriculture, forestry and fishing (A)",2018,,,A
ALB,Manufacturing (C),2010,2128588032,650270400,C
ALB,Manufacturing (C),2011,2466450688,729860352,C
ALB,Manufacturing (C),2012,2110518784,568489920,C
ALB,Manufacturing (C),2013,2164787456,646452544,C
ALB,Manufacturing (C),2014,2293922048,704507328,C
ALB,Manufacturing (C),2015,1983895168,645804096,C
ALB,Manufacturing (C),2016,2043515648,674240896,C
ALB,Manufacturing (C),2017,2265964544,800087680,C
ALB,Manufacturing (C),2018,,,C
ALB,Mining and quarrying (B),2010,497164640,280323552,B
ALB,Mining and quarrying (B),2011,774570624,444693216,B
ALB,Mining and quarrying (B),2012,1029564800,556411904,B
ALB,Mining and quarrying (B),2013,1164890112,629478272,B
ALB,Mining and quarrying (B),2014,1157076608,661587200,B
ALB,Mining and quarrying (B),2015,713174144,370861696,B
ALB,Mining and quarrying (B),2016,554852544,290487552,B
ALB,Mining and quarrying (B),2017,592037568,312118912,B
ALB,Mining and quarrying (B),2018,,,B
ALB,Services,2010,6895176704,3984416512,S
ALB,Services,2011,7532156928,4331060736,S
ALB,Services,2012,7051240960,4211247104,S
ALB,Services,2013,7446104576,4299139584,S
ALB,Services,2014,7774797312,4587965440,S
ALB,Services,2015,6936186368,4046863360,S
ALB,Services,2016,7512021504,4252036864,S
ALB,Services,2017,8338970624,4849139200,S
ALB,Services,2018,,,S
ARM,"Agriculture, forestry and fishing (A)",2010,,,A
ARM,"Agriculture, forestry and fishing (A)",2011,3035541248,2061419520,A
ARM,"Agriculture, forestry and fishing (A)",2012,2844196608,1902205184,A
ARM,"Agriculture, forestry and fishing (A)",2013,3036971008,2050215552,A
ARM,"Agriculture, forestry and fishing (A)",2014,3212009472,2149168896,A
ARM,"Agriculture, forestry and fishing (A)",2015,2730886400,1817613952,A
ARM,"Agriculture, forestry and fishing (A)",2016,2607145728,1728561664,A
ARM,"Agriculture, forestry and fishing (A)",2017,2605770752,1728457088,A
ARM,"Agriculture, forestry and fishing (A)",2018,2571242752,1702825984,A
ARM,Manufacturing (C),2010,,,C
ARM,Manufacturing (C),2011,2127192576,1071867008,C
ARM,Manufacturing (C),2012,2093328512,1000845312,C
ARM,Manufacturing (C),2013,2263776000,1076844160,C
ARM,Manufacturing (C),2014,2431286272,1122222592,C
ARM,Manufacturing (C),2015,2077812480,971558336,C
ARM,Manufacturing (C),2016,2302457344,1084633216,C
ARM,Manufacturing (C),2017,2723714048,1225498624,C
ARM,Manufacturing (C),2018,3158424576,1405894272,C
ARM,Mining and quarrying (B),2010,,,B
ARM,Mining and quarrying (B),2011,462822528,276097344,B
ARM,Mining and quarrying (B),2012,491516192,287924512,B
ARM,Mining and quarrying (B),2013,496113824,250684432,B
ARM,Mining and quarrying (B),2014,486539712,246569648,B
ARM,Mining and quarrying (B),2015,489835808,225388944,B
ARM,Mining and quarrying (B),2016,574798784,272296416,B
ARM,Mining and quarrying (B),2017,774459904,384304960,B
ARM,Mining and quarrying (B),2018,689191744,358628416,B
ARM,Services,2010,,,S
ARM,Services,2011,4342619136,2889946624,S
ARM,Services,2012,9377968128,6553506304,S
ARM,Services,2013,9940245504,6917477376,S
ARM,Services,2014,10663925760,7582446592,S
ARM,Services,2015,5218702848,3927999488,S
ARM,Services,2016,5543906816,4219039232,S
ARM,Services,2017,5954901504,4571950592,S
ARM,Services,2018,6701997056,5126030336,S
AUS,"Agriculture, forestry and fishing (A)",2010,,32841981952,A
AUS,"Agriculture, forestry and fishing (A)",2011,,34873937920,A
AUS,"Agriculture, forestry and fishing (A)",2012,,36250738688,A
AUS,"Agriculture, forestry and fishing (A)",2013,,34201124864,A
AUS,"Agriculture, forestry and fishing (A)",2014,,34746957824,A
AUS,"Agriculture, forestry and fishing (A)",2015,,29813907456,A
AUS,"Agriculture, forestry and fishing (A)",2016,,35583930368,A
AUS,"Agriculture, forestry and fishing (A)",2017,,36778467328,A
AUS,"Agriculture, forestry and fishing (A)",2018,,,A
AUS,Manufacturing (C),2010,,99035963392,C
AUS,Manufacturing (C),2011,,108734398464,C
AUS,Manufacturing (C),2012,,104954322944,C
AUS,Manufacturing (C),2013,,98121031680,C
AUS,Manufacturing (C),2014,,92117704704,C
AUS,Manufacturing (C),2015,,76021891072,C
AUS,Manufacturing (C),2016,,75868225536,C
AUS,Manufacturing (C),2017,,81815166976,C
AUS,Manufacturing (C),2018,,,C
AUS,Mining and quarrying (B),2010,,120606203904,B
AUS,Mining and quarrying (B),2011,,138164092928,B
AUS,Mining and quarrying (B),2012,,122100711424,B
AUS,Mining and quarrying (B),2013,,129060085760,B
AUS,Mining and quarrying (B),2014,,97163837440,B
AUS,Mining and quarrying (B),2015,,72959746048,B
AUS,Mining and quarrying (B),2016,,99854000128,B
AUS,Mining and quarrying (B),2017,,116179394560,B
AUS,Mining and quarrying (B),2018,,,B
AUS,Services,2010,,1019496693760,S
AUS,Services,2011,,874830495744,S
AUS,Services,2012,,915870842880,S
AUS,Services,2013,,885128232960,S
AUS,Services,2014,,863119409152,S
AUS,Services,2015,,747069571072,S
AUS,Services,2016,,770656567296,S
AUS,Services,2017,,827815559168,S
AUS,Services,2018,,,S
AUT,"Agriculture, forestry and fishing (A)",2010,11513875456,4971410944,A
AUT,"Agriculture, forestry and fishing (A)",2011,13718763520,6051859456,A
AUT,"Agriculture, forestry and fishing (A)",2012,12727848960,5520993792,A
AUT,"Agriculture, forestry and fishing (A)",2013,12879357952,5397697536,A
AUT,"Agriculture, forestry and fishing (A)",2014,12722001920,5314295296,A
AUT,"Agriculture, forestry and fishing (A)",2015,10369174528,4315395072,A
AUT,"Agriculture, forestry and fishing (A)",2016,10286849024,4387686400,A
AUT,"Agriculture, forestry and fishing (A)",2017,11078941696,5021941248,A
AUT,"Agriculture, forestry and fishing (A)",2018,,,A
AUT,Manufacturing (C),2010,200467382272,64641056768,C
AUT,Manufacturing (C),2011,235860557824,71640793088,C
AUT,Manufacturing (C),2012,223925551104,68395171840,C
AUT,Manufacturing (C),2013,231711555584,70963142656,C
AUT,Manufacturing (C),2014,231886225408,73292111872,C
AUT,Manufacturing (C),2015,195482533888,63764205568,C
AUT,Manufacturing (C),2016,196190863360,65889390592,C
AUT,Manufacturing (C),2017,213451997184,69512331264,C
AUT,Manufacturing (C),2018,,,C
AUT,Mining and quarrying (B),2010,3034379776,1559215104,B
AUT,Mining and quarrying (B),2011,3702531328,2085232512,B
AUT,Mining and quarrying (B),2012,3492389632,1940737536,B
AUT,Mining and quarrying (B),2013,3512380672,1961749888,B
AUT,Mining and quarrying (B),2014,3245726464,1861827328,B
AUT,Mining and quarrying (B),2015,2367168000,1273487744,B
AUT,Mining and quarrying (B),2016,2263362304,1107135488,B
AUT,Mining and quarrying (B),2017,2477187584,1231171712,B
AUT,Mining and quarrying (B),2018,,,B
AUT,Services,2010,332371492864,198612631552,S
AUT,Services,2011,365083295744,218138869760,S
AUT,Services,2012,347072430080,206829535232,S
AUT,Services,2013,371052609536,220864217088,S
AUT,Services,2014,380622340096,228394975232,S
AUT,Services,2015,327736524800,198318587904,S
AUT,Services,2016,337049092096,205326860288,S
AUT,Services,2017,355609706496,216951095296,S
AUT,Services,2018,,,S
AZE,"Agriculture, forestry and fishing (A)",2010,5129259520,2921073920,A
AZE,"Agriculture, forestry and fishing (A)",2011,6262865920,3347531520,A
AZE,"Agriculture, forestry and fishing (A)",2012,6722498560,3581386752,A
AZE,"Agriculture, forestry and fishing (A)",2013,7439635968,3979651328,A
AZE,"Agriculture, forestry and fishing (A)",2014,7413678592,4002307840,A
AZE,"Agriculture, forestry and fishing (A)",2015,6047939584,3278858752,A
AZE,"Agriculture, forestry and fishing (A)",2016,3899427072,2122425344,A
AZE,"Agriculture, forestry and fishing (A)",2017,4218388736,2291542784,A
AZE,"Agriculture, forestry and fishing (A)",2018,4537014272,2464740608,A
AZE,Manufacturing (C),2010,7159160320,2506572032,C
AZE,Manufacturing (C),2011,8160708096,2630411264,C
AZE,Manufacturing (C),2012,8966768640,2956422912,C
AZE,Manufacturing (C),2013,9233168384,3126413824,C
AZE,Manufacturing (C),2014,10290719744,3541542656,C
AZE,Manufacturing (C),2015,7720261120,2648932096,C
AZE,Manufacturing (C),2016,5571648512,1852704128,C
AZE,Manufacturing (C),2017,5645511680,1920512896,C
AZE,Manufacturing (C),2018,6341761536,2263448576,C
AZE,Mining and quarrying (B),2010,25992151040,24272349184,B
AZE,Mining and quarrying (B),2011,34056937472,31632809984,B
AZE,Mining and quarrying (B),2012,32592314368,30000941056,B
AZE,Mining and quarrying (B),2013,31427928064,29049083904,B
AZE,Mining and quarrying (B),2014,28024569856,25782323200,B
AZE,Mining and quarrying (B),2015,16038240256,14025675776,B
AZE,Mining and quarrying (B),2016,13276877824,11629221888,B
AZE,Mining and quarrying (B),2017,16283253760,13967017984,B
AZE,Mining and quarrying (B),2018,20480622592,17975941120,B
AZE,Services,2010,17414440960,11384040448,S
AZE,Services,2011,20500543488,13862591488,S
AZE,Services,2012,23458420736,15701358592,S
AZE,Services,2013,26252163072,17637699584,S
AZE,Services,2014,28602882048,19361443840,S
AZE,Services,2015,23494680576,15969625088,S
AZE,Services,2016,16158771200,10733827072,S
AZE,Services,2017,16787274752,11120325632,S
AZE,Services,2018,17794826240,11792414720,S
BEL,"Agriculture, forestry and fishing (A)",2010,11905863680,3690264832,A
BEL,"Agriculture, forestry and fishing (A)",2011,12975389696,3397902080,A
BEL,"Agriculture, forestry and fishing (A)",2012,13159833600,3905757440,A
BEL,"Agriculture, forestry and fishing (A)",2013,13485710336,3584856320,A
BEL,"Agriculture, forestry and fishing (A)",2014,12934681600,3451710720,A
BEL,"Agriculture, forestry and fishing (A)",2015,10954663936,3187186688,A
BEL,"Agriculture, forestry and fishing (A)",2016,10799610880,2984432128,A
BEL,"Agriculture, forestry and fishing (A)",2017,11706208256,3284887040,A
BEL,"Agriculture, forestry and fishing (A)",2018,,,A
BEL,Manufacturing (C),2010,267490639872,63726272512,C
BEL,Manufacturing (C),2011,318913085440,67372445696,C
BEL,Manufacturing (C),2012,294709329920,62710149120,C
BEL,Manufacturing (C),2013,296364769280,65164509184,C
BEL,Manufacturing (C),2014,292587012096,66845507584,C
BEL,Manufacturing (C),2015,237915291648,58164215808,C
BEL,Manufacturing (C),2016,239343222784,59207249920,C
BEL,Manufacturing (C),2017,269303676928,63654031360,C
BEL,Manufacturing (C),2018,,,C
BEL,Mining and quarrying (B),2010,889025600,329705728,B
BEL,Mining and quarrying (B),2011,984112384,377915872,B
BEL,Mining and quarrying (B),2012,818024960,313103008,B
BEL,Mining and quarrying (B),2013,822769152,298959360,B
BEL,Mining and quarrying (B),2014,1034237824,371980192,B
BEL,Mining and quarrying (B),2015,717189120,246311856,B
BEL,Mining and quarrying (B),2016,723139776,263885696,B
BEL,Mining and quarrying (B),2017,771233344,285131520,B
BEL,Mining and quarrying (B),2018,,,B
BEL,Services,2010,497882562560,273277796352,S
BEL,Services,2011,546786639872,300464832512,S
BEL,Services,2012,520245346304,285428514816,S
BEL,Services,2013,545473462272,300688048128,S
BEL,Services,2014,557658996736,308541390848,S
BEL,Services,2015,482860335104,264927379456,S
BEL,Services,2016,500383088640,272528293888,S
BEL,Services,2017,529270210560,287557746688,S
BEL,Services,2018,,,S
BGR,"Agriculture, forestry and fishing (A)",2010,5883679744,2104722816,A
BGR,"Agriculture, forestry and fishing (A)",2011,6987764736,2638542336,A
BGR,"Agriculture, forestry and fishing (A)",2012,6374626304,2457672192,A
BGR,"Agriculture, forestry and fishing (A)",2013,6433980928,2562286592,A
BGR,"Agriculture, forestry and fishing (A)",2014,6300573184,2590315520,A
BGR,"Agriculture, forestry and fishing (A)",2015,5023690752,2076626560,A
BGR,"Agriculture, forestry and fishing (A)",2016,4839931392,2158772736,A
BGR,"Agriculture, forestry and fishing (A)",2017,5302230528,2370324736,A
BGR,"Agriculture, forestry and fishing (A)",2018,,2375739904,A
BGR,Manufacturing (C),2010,27602292736,5973109760,C
BGR,Manufacturing (C),2011,34653048832,7876023808,C
BGR,Manufacturing (C),2012,33548371968,7418682368,C
BGR,Manufacturing (C),2013,33809397760,7051055104,C
BGR,Manufacturing (C),2014,35135520768,7567105024,C
BGR,Manufacturing (C),2015,30215993344,6837961728,C
BGR,Manufacturing (C),2016,30654369792,7715316224,C
BGR,Manufacturing (C),2017,35429486592,8547770368,C
BGR,Manufacturing (C),2018,,9356915712,C
BGR,Mining and quarrying (B),2010,1884402048,1075552256,B
BGR,Mining and quarrying (B),2011,2037031424,1174439296,B
BGR,Mining and quarrying (B),2012,1983443328,1140334464,B
BGR,Mining and quarrying (B),2013,2089555968,1195806080,B
BGR,Mining and quarrying (B),2014,2035296384,1290748544,B
BGR,Mining and quarrying (B),2015,1657220608,1068351872,B
BGR,Mining and quarrying (B),2016,1765399680,1054104128,B
BGR,Mining and quarrying (B),2017,2020388480,1159520768,B
BGR,Mining and quarrying (B),2018,,,B
BGR,Services,2010,82193440768,46887325696,S
BGR,Services,2011,92288196608,51018477568,S
BGR,Services,2012,85736996864,47851343872,S
BGR,Services,2013,45710319616,26034382848,S
BGR,Services,2014,49782882304,27013126144,S
BGR,Services,2015,42948026368,23315630080,S
BGR,Services,2016,44488429568,24489297920,S
BGR,Services,2017,48449679360,26598563840,S
BGR,Services,2018,,,S
BHS,"Agriculture, forestry and fishing (A)",2010,211343328,170016592,A
BHS,"Agriculture, forestry and fishing (A)",2011,210749168,169591984,A
BHS,"Agriculture, forestry and fishing (A)",2012,219541872,176220576,A
BHS,"Agriculture, forestry and fishing (A)",2013,185121680,148017840,A
BHS,"Agriculture, forestry and fishing (A)",2014,190353712,151382080,A
BHS,"Agriculture, forestry and fishing (A)",2015,125217240,94791552,A
BHS,"Agriculture, forestry and fishing (A)",2016,128323408,98456368,A
BHS,"Agriculture, forestry and fishing (A)",2017,,,A
BHS,"Agriculture, forestry and fishing (A)",2018,,,A
BHS,Manufacturing (C),2010,675723520,296364896,C
BHS,Manufacturing (C),2011,691882816,304548832,C
BHS,Manufacturing (C),2012,1000810368,435713696,C
BHS,Manufacturing (C),2013,897166720,357564288,C
BHS,Manufacturing (C),2014,904698048,368295616,C
BHS,Manufacturing (C),2015,912075008,265691168,C
BHS,Manufacturing (C),2016,964107904,312633952,C
BHS,Manufacturing (C),2017,,,C
BHS,Manufacturing (C),2018,,,C
BHS,Mining and quarrying (B),2010,112224968,83367144,B
BHS,Mining and quarrying (B),2011,76250432,56736832,B
BHS,Mining and quarrying (B),2012,91262656,67565672,B
BHS,Mining and quarrying (B),2013,118814536,88413448,B
BHS,Mining and quarrying (B),2014,166851312,123682848,B
BHS,Mining and quarrying (B),2015,130599992,90263184,B
BHS,Mining and quarrying (B),2016,127089456,90320608,B
BHS,Mining and quarrying (B),2017,,,B
BHS,Mining and quarrying (B),2018,,,B
BIH,"Agriculture, forestry and fishing (A)",2010,2641768448,1167436800,A
BIH,"Agriculture, forestry and fishing (A)",2011,2811641856,1259930240,A
BIH,"Agriculture, forestry and fishing (A)",2012,2461907712,1057320448,A
BIH,"Agriculture, forestry and fishing (A)",2013,2826296576,1243704192,A
BIH,"Agriculture, forestry and fishing (A)",2014,2570770176,1104440832,A
BIH,"Agriculture, forestry and fishing (A)",2015,2268760320,1011306368,A
BIH,"Agriculture, forestry and fishing (A)",2016,2394692864,1078727424,A
BIH,"Agriculture, forestry and fishing (A)",2017,2265307136,1012850240,A
BIH,"Agriculture, forestry and fishing (A)",2018,,,A
BIH,Manufacturing (C),2010,7431236096,1869659392,C
BIH,Manufacturing (C),2011,8925705216,2034917632,C
BIH,Manufacturing (C),2012,8100065280,1816437888,C
BIH,Manufacturing (C),2013,8481714176,1988389632,C
BIH,Manufacturing (C),2014,8471890944,2030296192,C
BIH,Manufacturing (C),2015,7404061184,1891701632,C
BIH,Manufacturing (C),2016,7627197440,2092003712,C
BIH,Manufacturing (C),2017,8881452032,2371274240,C
BIH,Manufacturing (C),2018,,,C
BIH,Mining and quarrying (B),2010,570175040,328426240,B
BIH,Mining and quarrying (B),2011,710764096,407267840,B
BIH,Mining and quarrying (B),2012,654968768,387594368,B
BIH,Mining and quarrying (B),2013,656460480,394419392,B
BIH,Mining and quarrying (B),2014,636290624,373091520,B
BIH,Mining and quarrying (B),2015,525661696,320387104,B
BIH,Mining and quarrying (B),2016,513953728,321795424,B
BIH,Mining and quarrying (B),2017,555096896,351964352,B
BIH,Mining and quarrying (B),2018,,,B
BIH,Services,2010,21983563776,14601084928,S
BIH,Services,2011,24106276864,15976555520,S
BIH,Services,2012,22776094720,14982163456,S
BIH,Services,2013,23686549504,15610793984,S
BIH,Services,2014,24615510016,16113094656,S
BIH,Services,2015,21493661696,13897853952,S
BIH,Services,2016,22710771712,14205890560,S
BIH,Services,2017,12081306624,7567242752,S
BIH,Services,2018,,,S
BLR,"Agriculture, forestry and fishing (A)",2010,127681735688192,50890115383296,A
BLR,"Agriculture, forestry and fishing (A)",2011,117828040523776,49421421117440,A
BLR,"Agriculture, forestry and fishing (A)",2012,122675531874304,53408895598592,A
BLR,"Agriculture, forestry and fishing (A)",2013,128184750178304,51427426697216,A
BLR,"Agriculture, forestry and fishing (A)",2014,138128731930624,57557582348288,A
BLR,"Agriculture, forestry and fishing (A)",2015,92725349187584,35471707078656,A
BLR,"Agriculture, forestry and fishing (A)",2016,8489299456,3290696704,A
BLR,"Agriculture, forestry and fishing (A)",2017,10217912320,4140433920,A
BLR,"Agriculture, forestry and fishing (A)",2018,10169615360,3819707392,A
BLR,Manufacturing (C),2010,501081754828800,128832015171584,C
BLR,Manufacturing (C),2011,643250943688704,163190990176256,C
BLR,Manufacturing (C),2012,673514222780416,162788789977088,C
BLR,Manufacturing (C),2013,621702019022848,166127690842112,C
BLR,Manufacturing (C),2014,592697903546368,166197333065728,C
BLR,Manufacturing (C),2015,410530288238592,116546915532800,C
BLR,Manufacturing (C),2016,35671977984,9617349632,C
BLR,Manufacturing (C),2017,43614920704,11836607488,C
BLR,Manufacturing (C),2018,48861192192,12808248320,C
BLR,Mining and quarrying (B),2010,3694974992384,1603039789056,B
BLR,Mining and quarrying (B),2011,9155939139584,6492411920384,B
BLR,Mining and quarrying (B),2012,9264387063808,6432914145280,B
BLR,Mining and quarrying (B),2013,9899240062976,6886355632128,B
BLR,Mining and quarrying (B),2014,8792531009536,5349698961408,B
BLR,Mining and quarrying (B),2015,5665746583552,3288845254656,B
BLR,Mining and quarrying (B),2016,510190976,300380064,B
BLR,Mining and quarrying (B),2017,618839808,373808096,B
BLR,Mining and quarrying (B),2018,739384000,480599712,B
BLR,Services,2010,270017530691584,183731285393408,S
BLR,Services,2011,270288583393280,181896411611136,S
BLR,Services,2012,295053247381504,194762791452672,S
BLR,Services,2013,370722249637888,249805884358656,S
BLR,Services,2014,381004803997696,263893628747776,S
BLR,Services,2015,291367326580736,200911322349568,S
BLR,Services,2016,26230398976,17921411072,S
BLR,Services,2017,30810660864,20401672192,S
BLR,Services,2018,33595226112,22486259712,S
BRA,"Agriculture, forestry and fishing (A)",2010,154977746944,90910400512,A
BRA,"Agriculture, forestry and fishing (A)",2011,195565142016,113594408960,A
BRA,"Agriculture, forestry and fishing (A)",2012,182346383360,102758809600,A
BRA,"Agriculture, forestry and fishing (A)",2013,189927211008,111447154688,A
BRA,"Agriculture, forestry and fishing (A)",2014,184901353472,106238885888,A
BRA,"Agriculture, forestry and fishing (A)",2015,143896526848,77840228352,A
BRA,"Agriculture, forestry and fishing (A)",2016,154331594752,87833706496,A
BRA,"Agriculture, forestry and fishing (A)",2017,,,A
BRA,"Agriculture, forestry and fishing (A)",2018,,,A
BRA,Manufacturing (C),2010,1134867906560,281005293568,C
BRA,Manufacturing (C),2011,1311473139712,308282589184,C
BRA,Manufacturing (C),2012,1208083546112,263186350080,C
BRA,Manufacturing (C),2013,1213920182272,259141894144,C
BRA,Manufacturing (C),2014,1173079588864,253883629568,C
BRA,Manufacturing (C),2015,834547613696,189609607168,C
BRA,Manufacturing (C),2016,802318385152,193570701312,C
BRA,Manufacturing (C),2017,,,C
BRA,Manufacturing (C),2018,,,C
BRA,Mining and quarrying (B),2010,112866066432,62507577344,B
BRA,Mining and quarrying (B),2011,157749559296,97180893184,B
BRA,Mining and quarrying (B),2012,148813512704,95332540416,B
BRA,Mining and quarrying (B),2013,140366643200,87860002816,B
BRA,Mining and quarrying (B),2014,135610499072,78538366976,B
BRA,Mining and quarrying (B),2015,78322958336,33294915584,B
BRA,Mining and quarrying (B),2016,59522871296,15913495552,B
BRA,Mining and quarrying (B),2017,,,B
BRA,Mining and quarrying (B),2018,,,B
BRA,Services,2010,1592519557120,1013051359232,S
BRA,Services,2011,1879842750464,1193623027712,S
BRA,Services,2012,1793248854016,1142908125184,S
BRA,Services,2013,1806525136896,1166046920704,S
BRA,Services,2014,1834926604288,1192093548544,S
BRA,Services,2015,1380394729472,898177564672,S
BRA,Services,2016,1396186284032,914672713728,S
BRA,Services,2017,,,S
BRA,Services,2018,,,S
BRN,"Agriculture, forestry and fishing (A)",2010,171810240,100521152,A
BRN,"Agriculture, forestry and fishing (A)",2011,184384992,106105432,A
BRN,"Agriculture, forestry and fishing (A)",2012,215680128,124797112,A
BRN,"Agriculture, forestry and fishing (A)",2013,214726176,123933640,A
BRN,"Agriculture, forestry and fishing (A)",2014,254061424,147524480,A
BRN,"Agriculture, forestry and fishing (A)",2015,240392528,142648656,A
BRN,"Agriculture, forestry and fishing (A)",2016,236112208,137219680,A
BRN,"Agriculture, forestry and fishing (A)",2017,223860048,131766584,A
BRN,"Agriculture, forestry and fishing (A)",2018,,,A
BRN,Manufacturing (C),2010,4753409024,2043360896,C
BRN,Manufacturing (C),2011,7084533760,3044394496,C
BRN,Manufacturing (C),2012,7374819840,3166317056,C
BRN,Manufacturing (C),2013,6939434496,2985237248,C
BRN,Manufacturing (C),2014,6422162944,2757584384,C
BRN,Manufacturing (C),2015,4376181760,1878478720,C
BRN,Manufacturing (C),2016,3052591872,1306563968,C
BRN,Manufacturing (C),2017,3583931392,1535207552,C
BRN,Manufacturing (C),2018,,,C
BRN,Mining and quarrying (B),2010,9157242880,7021968384,B
BRN,Mining and quarrying (B),2011,13171692544,10141142016,B
BRN,Mining and quarrying (B),2012,13174797312,10128205824,B
BRN,Mining and quarrying (B),2013,11939058688,9130459136,B
BRN,Mining and quarrying (B),2014,11018919936,8393394688,B
BRN,Mining and quarrying (B),2015,7405548032,5627284480,B
BRN,Mining and quarrying (B),2016,6356915200,4827694080,B
BRN,Mining and quarrying (B),2017,6960370176,5285925376,B
BRN,Mining and quarrying (B),2018,,,B
BRN,Services,2010,6507421184,3851422208,S
BRN,Services,2011,7357100544,4366234624,S
BRN,Services,2012,7805087744,4616989696,S
BRN,Services,2013,8289358848,4834162176,S
BRN,Services,2014,8155540992,4832222208,S
BRN,Services,2015,7271549440,4388541952,S
BRN,Services,2016,6802553856,4218880768,S
BRN,Services,2017,7082011648,4268978944,S
BRN,Services,2018,,,S
CAN,"Agriculture, forestry and fishing (A)",2010,63413448704,21486968832,A
CAN,"Agriculture, forestry and fishing (A)",2011,74676158464,28727586816,A
CAN,"Agriculture, forestry and fishing (A)",2012,79539527680,30046087168,A
CAN,"Agriculture, forestry and fishing (A)",2013,80167944192,31780225024,A
CAN,"Agriculture, forestry and fishing (A)",2014,72587649024,25667411968,A
CAN,"Agriculture, forestry and fishing (A)",2015,68009807872,26575200256,A
CAN,"Agriculture, forestry and fishing (A)",2016,,,A
CAN,"Agriculture, forestry and fishing (A)",2017,,,A
CAN,"Agriculture, forestry and fishing (A)",2018,,,A
CAN,Manufacturing (C),2010,567225286656,167012794368,C
CAN,Manufacturing (C),2011,638092247040,184229969920,C
CAN,Manufacturing (C),2012,653773307904,189308256256,C
CAN,Manufacturing (C),2013,637371285504,183267786752,C
CAN,Manufacturing (C),2014,615692894208,176175153152,C
CAN,Manufacturing (C),2015,536157650944,160531136512,C
CAN,Manufacturing (C),2016,,,C
CAN,Manufacturing (C),2017,,,C
CAN,Manufacturing (C),2018,,,C
CAN,Mining and quarrying (B),2010,168447574016,112443031552,B
CAN,Mining and quarrying (B),2011,212424835072,141547470848,B
CAN,Mining and quarrying (B),2012,201539026944,124605161472,B
CAN,Mining and quarrying (B),2013,215888674816,131432947712,B
CAN,Mining and quarrying (B),2014,219528953856,140922748928,B
CAN,Mining and quarrying (B),2015,130443231232,69156208640,B
CAN,Mining and quarrying (B),2016,,,B
CAN,Mining and quarrying (B),2017,,,B
CAN,Mining and quarrying (B),2018,,,B
CAN,Services,2010,1460265418752,890807320576,S
CAN,Services,2011,1594136854528,974489780224,S
CAN,Services,2012,1627800076288,998821527552,S
CAN,Services,2013,1641345056768,1009614848000,S
CAN,Services,2014,1603938942976,984695898112,S
CAN,Services,2015,1438341267456,880333291520,S
CAN,Services,2016,,,S
CAN,Services,2017,,,S
CAN,Services,2018,,,S
CHE,"Agriculture, forestry and fishing (A)",2010,10462131200,4081334784,A
CHE,"Agriculture, forestry and fishing (A)",2011,12439577600,4878243840,A
CHE,"Agriculture, forestry and fishing (A)",2012,11594013696,4401488384,A
